"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"image-keyboard-response","244","257671","0.0-5.0-1.120","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/1to3/1.png","null","105","840","0.5","0.1","1","3","",""
"animation","245","258958","0.0-5.0-2.120","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","105","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":202},{""stimulus"":""img/1to3/3.png"",""time"":297},{""stimulus"":""img/1to3/4.png"",""time"":405},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":606},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":807},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1101},{""stimulus"":""img/1to3/12.png"",""time"":1196}]","[]"
"image-keyboard-response","246","259284","0.0-5.0-1.121","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/3to2/1.png","null","104","313","0.5","0.1","3","2","",""
"animation","247","260586","0.0-5.0-2.121","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","104","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":110},{""stimulus"":""img/3to2/2.png"",""time"":200},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":398},{""stimulus"":""img/3to2/5.png"",""time"":497},{""stimulus"":""img/3to2/6.png"",""time"":605},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":794},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":992},{""stimulus"":""img/3to2/11.png"",""time"":1101},{""stimulus"":""img/3to2/12.png"",""time"":1195}]","[]"
"image-keyboard-response","248","260692","0.0-5.0-1.122","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","105","","","","choice","","img/2to1/1.png","2","103","489","0.5","0.1","2","3","",""
"animation","249","261980","0.0-5.0-2.122","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","103","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":112},{""stimulus"":""img/2to3/2.png"",""time"":206},{""stimulus"":""img/2to3/3.png"",""time"":299},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":497},{""stimulus"":""img/2to3/6.png"",""time"":609},{""stimulus"":""img/2to3/7.png"",""time"":702},{""stimulus"":""img/2to3/8.png"",""time"":792},{""stimulus"":""img/2to3/9.png"",""time"":891},{""stimulus"":""img/2to3/10.png"",""time"":998},{""stimulus"":""img/2to3/11.png"",""time"":1092},{""stimulus"":""img/2to3/12.png"",""time"":1202}]","[]"
"image-keyboard-response","250","262483","0.0-5.0-1.123","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/3to2/1.png","null","102","492","0.5","0.1","3","2","",""
"animation","251","263775","0.0-5.0-2.123","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","102","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":405},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":594},{""stimulus"":""img/3to2/7.png"",""time"":693},{""stimulus"":""img/3to2/8.png"",""time"":794},{""stimulus"":""img/3to2/9.png"",""time"":903},{""stimulus"":""img/3to2/10.png"",""time"":995},{""stimulus"":""img/3to2/11.png"",""time"":1089},{""stimulus"":""img/3to2/12.png"",""time"":1199}]","[]"
"image-keyboard-response","252","264371","0.0-5.0-1.124","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","595","","","","choice","","img/2to1/1.png","1","101","258","0.5","0.1","2","1","",""
"animation","253","265658","0.0-5.0-2.124","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","101","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":209},{""stimulus"":""img/2to1/3.png"",""time"":302},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":505},{""stimulus"":""img/2to1/6.png"",""time"":596},{""stimulus"":""img/2to1/7.png"",""time"":693},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":1000},{""stimulus"":""img/2to1/11.png"",""time"":1092},{""stimulus"":""img/2to1/12.png"",""time"":1201}]","[]"
"image-keyboard-response","254","265897","0.0-5.0-1.125","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/1to3/1.png","null","100","224","0.5","0.1","1","3","",""
"animation","255","267184","0.0-5.0-2.125","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","100","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":510},{""stimulus"":""img/1to3/6.png"",""time"":603},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":1005},{""stimulus"":""img/1to3/11.png"",""time"":1089},{""stimulus"":""img/1to3/12.png"",""time"":1188}]","[]"
"image-keyboard-response","256","267429","0.0-5.0-1.126","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/3to2/1.png","null","99","236","0.5","0.1","3","1","",""
"animation","257","268717","0.0-5.0-2.126","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","99","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":107},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":309},{""stimulus"":""img/3to1/4.png"",""time"":403},{""stimulus"":""img/3to1/5.png"",""time"":511},{""stimulus"":""img/3to1/6.png"",""time"":604},{""stimulus"":""img/3to1/7.png"",""time"":693},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":895},{""stimulus"":""img/3to1/10.png"",""time"":992},{""stimulus"":""img/3to1/11.png"",""time"":1096},{""stimulus"":""img/3to1/12.png"",""time"":1190}]","[]"
"image-keyboard-response","258","268995","0.0-5.0-1.127","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/1to3/1.png","null","98","273","0.5","0.1","1","3","",""
"animation","259","270293","0.0-5.0-2.127","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","98","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":299},{""stimulus"":""img/1to3/4.png"",""time"":401},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":596},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":896},{""stimulus"":""img/1to3/10.png"",""time"":1005},{""stimulus"":""img/1to3/11.png"",""time"":1098},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","260","270542","0.0-5.0-1.128","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/3to2/1.png","null","97","247","0.5","0.1","3","1","",""
"animation","261","271830","0.0-5.0-2.128","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","97","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":198},{""stimulus"":""img/3to1/3.png"",""time"":310},{""stimulus"":""img/3to1/4.png"",""time"":404},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":608},{""stimulus"":""img/3to1/7.png"",""time"":701},{""stimulus"":""img/3to1/8.png"",""time"":794},{""stimulus"":""img/3to1/9.png"",""time"":891},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1103},{""stimulus"":""img/3to1/12.png"",""time"":1196}]","[]"
"image-keyboard-response","262","272175","0.0-5.0-1.129","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/1to3/1.png","null","96","340","0.5","0.1","1","3","",""
"animation","263","273474","0.0-5.0-2.129","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","96","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":201},{""stimulus"":""img/1to3/3.png"",""time"":297},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":605},{""stimulus"":""img/1to3/7.png"",""time"":698},{""stimulus"":""img/1to3/8.png"",""time"":805},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1191}]","[]"
"image-keyboard-response","264","273629","0.0-5.0-1.130","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/3to2/1.png","null","95","144","0.5","0.1","3","2","",""
"animation","265","274929","0.0-5.0-2.130","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","95","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":200},{""stimulus"":""img/3to2/3.png"",""time"":307},{""stimulus"":""img/3to2/4.png"",""time"":396},{""stimulus"":""img/3to2/5.png"",""time"":509},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":805},{""stimulus"":""img/3to2/9.png"",""time"":897},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1099},{""stimulus"":""img/3to2/12.png"",""time"":1190}]","[]"
"image-keyboard-response","266","275004","0.0-5.0-1.131","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","75","","","","choice","","img/2to1/1.png","1","94","321","0.5","0.1","2","1","",""
"animation","267","276292","0.0-5.0-2.131","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","94","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":110},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":408},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":701},{""stimulus"":""img/2to1/8.png"",""time"":795},{""stimulus"":""img/2to1/9.png"",""time"":904},{""stimulus"":""img/2to1/10.png"",""time"":997},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1198}]","[]"
"image-keyboard-response","268","276511","0.0-5.0-1.132","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/1to3/1.png","null","93","212","0.5","0.1","1","3","",""
"animation","269","277800","0.0-5.0-2.132","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","93","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":403},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":808},{""stimulus"":""img/1to3/9.png"",""time"":901},{""stimulus"":""img/1to3/10.png"",""time"":990},{""stimulus"":""img/1to3/11.png"",""time"":1089},{""stimulus"":""img/1to3/12.png"",""time"":1188}]","[]"
"image-keyboard-response","270","278188","0.0-5.0-1.133","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/3to2/1.png","null","92","380","0.5","0.1","3","2","",""
"animation","271","279491","0.0-5.0-2.133","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","92","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":201},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":398},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":606},{""stimulus"":""img/3to2/7.png"",""time"":698},{""stimulus"":""img/3to2/8.png"",""time"":805},{""stimulus"":""img/3to2/9.png"",""time"":891},{""stimulus"":""img/3to2/10.png"",""time"":990},{""stimulus"":""img/3to2/11.png"",""time"":1100},{""stimulus"":""img/3to2/12.png"",""time"":1194}]","[]"
"image-keyboard-response","272","279663","0.0-5.0-1.134","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","171","","","","choice","","img/2to1/1.png","2","91","432","0.5","0.1","2","3","",""
"animation","273","280951","0.0-5.0-2.134","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","91","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":215},{""stimulus"":""img/2to3/3.png"",""time"":307},{""stimulus"":""img/2to3/4.png"",""time"":400},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":600},{""stimulus"":""img/2to3/7.png"",""time"":694},{""stimulus"":""img/2to3/8.png"",""time"":806},{""stimulus"":""img/2to3/9.png"",""time"":893},{""stimulus"":""img/2to3/10.png"",""time"":992},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","274","281482","0.0-5.0-1.135","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/3to2/1.png","null","90","530","0.5","0.1","3","2","",""
"animation","275","282771","0.0-5.0-2.135","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","90","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":299},{""stimulus"":""img/3to2/4.png"",""time"":407},{""stimulus"":""img/3to2/5.png"",""time"":495},{""stimulus"":""img/3to2/6.png"",""time"":607},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":903},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1102},{""stimulus"":""img/3to2/12.png"",""time"":1195}]","[]"
"image-keyboard-response","276","282788","0.0-5.0-1.136","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","16","","","","choice","","img/2to1/1.png","1","89","512","0.5","0.1","2","1","",""
"animation","277","284076","0.0-5.0-2.136","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","89","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":108},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":406},{""stimulus"":""img/2to1/5.png"",""time"":498},{""stimulus"":""img/2to1/6.png"",""time"":606},{""stimulus"":""img/2to1/7.png"",""time"":699},{""stimulus"":""img/2to1/8.png"",""time"":792},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":992},{""stimulus"":""img/2to1/11.png"",""time"":1100},{""stimulus"":""img/2to1/12.png"",""time"":1194}]","[]"
"image-keyboard-response","278","284299","0.0-5.0-1.137","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/1to3/1.png","null","88","222","0.5","0.1","1","3","",""
"animation","279","285588","0.0-5.0-2.137","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","88","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":100},{""stimulus"":""img/1to3/2.png"",""time"":198},{""stimulus"":""img/1to3/3.png"",""time"":301},{""stimulus"":""img/1to3/4.png"",""time"":396},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":609},{""stimulus"":""img/1to3/7.png"",""time"":701},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":901},{""stimulus"":""img/1to3/10.png"",""time"":994},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1195}]","[]"
"image-keyboard-response","280","285961","0.0-5.0-1.138","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/3to2/1.png","null","87","363","0.5","0.1","3","2","",""
"animation","281","287256","0.0-5.0-2.138","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","87","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":308},{""stimulus"":""img/3to2/4.png"",""time"":401},{""stimulus"":""img/3to2/5.png"",""time"":509},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":1000},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1201}]","[]"
"image-keyboard-response","282","287349","0.0-5.0-1.139","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","92","","","","choice","","img/2to1/1.png","1","86","262","0.5","0.1","2","1","",""
"animation","283","288637","0.0-5.0-2.139","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","86","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":107},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":310},{""stimulus"":""img/2to1/4.png"",""time"":402},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":605},{""stimulus"":""img/2to1/7.png"",""time"":693},{""stimulus"":""img/2to1/8.png"",""time"":792},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":992},{""stimulus"":""img/2to1/11.png"",""time"":1100},{""stimulus"":""img/2to1/12.png"",""time"":1193}]","[]"
"image-keyboard-response","284","289055","0.0-5.0-1.140","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/1to3/1.png","null","85","416","0.5","0.1","1","3","",""
"animation","285","290342","0.0-5.0-2.140","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","85","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":310},{""stimulus"":""img/1to3/4.png"",""time"":402},{""stimulus"":""img/1to3/5.png"",""time"":510},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":804},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1204}]","[]"
"image-keyboard-response","286","290993","0.0-5.0-1.141","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/3to2/1.png","null","84","639","0.5","0.1","3","2","",""
"animation","287","292280","0.0-5.0-2.141","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","84","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":200},{""stimulus"":""img/3to2/3.png"",""time"":297},{""stimulus"":""img/3to2/4.png"",""time"":403},{""stimulus"":""img/3to2/5.png"",""time"":510},{""stimulus"":""img/3to2/6.png"",""time"":594},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":803},{""stimulus"":""img/3to2/9.png"",""time"":896},{""stimulus"":""img/3to2/10.png"",""time"":1004},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1190}]","[]"
"image-keyboard-response","288","292284","0.0-5.0-1.142","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","3","","","","choice","","img/2to1/1.png","2","83","265","0.5","0.1","2","3","",""
"animation","289","293571","0.0-5.0-2.142","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","83","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":210},{""stimulus"":""img/2to3/3.png"",""time"":302},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":504},{""stimulus"":""img/2to3/6.png"",""time"":598},{""stimulus"":""img/2to3/7.png"",""time"":707},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1096},{""stimulus"":""img/2to3/12.png"",""time"":1204}]","[]"
"image-keyboard-response","290","295317","0.0-5.0-1.143","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","null","","","","observe","","img/3to2/1.png","null","82","1737","0.5","0.1","3","1","",""
"animation","291","296605","0.0-5.0-2.143","633471b7c7b5fa52a0a407a7","bdp_cybrbll","Sat Apr 01 2023 11:40:14 GMT-0400 (Eastern Daylight Time)","442216","3","1","","","","","","","","","","82","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":310},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":605},{""stimulus"":""img/3to1/7.png"",""time"":695},{""stimulus"":""img/3to1/8.png"",""time"":794},{""stimulus"":""img/3to1/9.png"",""time"":899},{""stimulus"":""img/3to1/10.png"",""time"":993},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1194}]","[]"
